,id_num,cc_num,cc_score,cc_name
1550,1061,125,7.8,푸른솔포천
1551,5678,58,10.0,서서울
1552,620,72,8.0,써닝포인트
1553,783,60,10.0,서원힐스
1554,3723,57,2.0,샴발라
1555,1762,60,9.5,서원힐스
1556,5237,3,10.0,H1 CLUB(구 덕평)
1557,6101,15,10.0,금강
1558,1867,129,10.0,한림광릉
1559,2135,82,9.0,양주
1560,1954,6,10.0,강남300
1561,1326,75,8.0,아리지
1562,1364,28,9.0,더크로스비
1563,183,84,10.0,양평TPC
1564,5835,3,10.0,H1 CLUB(구 덕평)
1565,4853,124,9.5,포천힐스
1566,4484,40,10.0,리앤리
1567,1789,15,9.5,금강
1568,4209,15,10.0,금강
1569,2767,40,9.0,리앤리
1570,5369,91,7.0,용인
1571,3782,1,10.0,360도
1572,4086,28,10.0,더크로스비
1573,4922,112,10.0,타이거
1574,443,28,5.0,더크로스비
1575,4189,129,8.5,한림광릉
1576,2646,53,5.0,비에이비스타퍼블릭
1577,6017,85,7.0,에덴블루
1578,1902,12,6.5,골프클럽Q(구 안성Q)
1579,776,53,3.0,비에이비스타퍼블릭
1580,4470,15,10.0,금강
1581,935,24,10.0,뉴서울
1582,152,2,10.0,88
1583,2094,12,9.5,골프클럽Q(구 안성Q)
1584,2089,6,8.0,강남300
1585,1361,96,10.0,이포
1586,4936,15,10.0,금강
1587,5876,3,10.0,H1 CLUB(구 덕평)
1588,5876,113,10.0,태광
1589,1874,40,6.5,리앤리
1590,2651,7,9.0,고양컨트리클럽(P9)
1591,2765,9,7.0,골드
1592,1330,75,10.0,아리지
1593,469,58,10.0,서서울
1594,5627,129,9.5,한림광릉
1595,185,84,8.0,양평TPC
1596,5741,118,8.0,페럼
1597,2584,84,10.0,양평TPC
1598,2596,12,3.5,골프클럽Q(구 안성Q)
1599,3255,72,9.0,써닝포인트
1600,3481,93,9.5,은화삼
1601,3707,113,10.0,태광
1602,3707,38,10.0,루트52
1603,1069,107,8.0,캐슬파인
1604,620,60,7.5,서원힐스
1605,765,57,10.0,샴발라
1606,4722,6,9.0,강남300
1607,2394,62,8.5,세현
1608,688,9,10.0,골드
1609,4044,107,10.0,캐슬파인
1610,4044,117,10.0,파주
1611,2166,107,10.0,캐슬파인
1612,1237,72,10.0,써닝포인트
1613,3896,125,10.0,푸른솔포천
1614,1153,24,10.0,뉴서울
1615,3518,113,10.0,태광
1616,4395,72,8.5,써닝포인트
1617,1580,99,9.0,자유
1618,1666,75,8.0,아리지
1619,5570,30,8.5,라싸
1620,2012,16,10.0,기흥
1621,4393,40,7.5,리앤리
1622,4393,107,5.5,캐슬파인
1623,6103,60,6.5,서원힐스
1624,183,12,7.0,골프클럽Q(구 안성Q)
1625,183,12,8.0,골프클럽Q(구 안성Q)
1626,945,75,9.0,아리지
1627,1808,75,10.0,아리지
1628,3787,69,10.0,신안
1629,3787,39,8.0,리베라
1630,3747,124,6.0,포천힐스
1631,5735,6,6.0,강남300
1632,141,135,6.0,해솔리아
1633,5697,122,7.5,포천아도니스
1634,1238,60,8.0,서원힐스
1635,2326,15,9.5,금강
1636,3275,106,9.0,캐슬렉스
1637,2690,124,8.5,포천힐스
1638,5048,13,6.0,그린힐
1639,1807,76,8.0,아세코밸리(P9)
1640,1068,124,10.0,포천힐스
1641,1068,82,10.0,양주
1642,5383,72,10.0,써닝포인트
1643,1790,28,9.5,더크로스비
1644,3804,84,7.5,양평TPC
1645,1892,12,9.0,골프클럽Q(구 안성Q)
1646,1958,129,10.0,한림광릉
1647,924,16,8.5,기흥
1648,1673,19,10.0,남서울
1649,1673,58,9.5,서서울
1650,3990,68,10.0,스카이밸리
1651,6030,124,10.0,포천힐스
1652,1614,62,7.5,세현
1653,5431,62,6.0,세현
1654,2798,96,9.0,이포
1655,1808,15,9.5,금강
1656,5072,6,6.0,강남300
1657,620,37,8.0,루나힐스안성
1658,859,9,10.0,골드
1659,191,108,8.0,코리아
1660,135,73,10.0,썬힐
1661,2018,80,10.0,안성베네스트
1662,723,87,5.5,여주신라
1663,6021,15,8.0,금강
1664,3262,15,10.0,금강
1665,1580,80,8.5,안성베네스트
1666,2731,39,3.5,리베라
1667,1580,58,7.0,서서울
1668,2090,24,10.0,뉴서울
1669,3481,113,9.5,태광
1670,2166,1,8.0,360도
1671,1950,126,9.0,프리스틴밸리
1672,1950,113,9.0,태광
1673,5755,107,7.5,캐슬파인
1674,4639,53,4.5,비에이비스타퍼블릭
1675,1106,68,5.5,스카이밸리
1676,3974,124,10.0,포천힐스
1677,1109,30,10.0,라싸
1678,5114,28,10.0,더크로스비
1679,3490,37,9.5,루나힐스안성
1680,3572,136,10.0,화성(P9)
1681,855,19,9.0,남서울
1682,5517,37,9.0,루나힐스안성
1683,3480,68,6.0,스카이밸리
1684,383,107,8.5,캐슬파인
1685,3632,70,2.0,신안(P9)
1686,1612,113,8.5,태광
1687,4440,108,7.0,코리아
1688,4440,85,7.5,에덴블루
1689,5276,102,10.0,중부
1690,5513,93,7.5,은화삼
1691,1770,85,10.0,에덴블루
1692,2553,73,6.0,썬힐
1693,2668,135,8.0,해솔리아
1694,1258,112,10.0,타이거
1695,139,37,10.0,루나힐스안성
1696,1419,119,5.0,포레스트힐
1697,620,68,8.0,스카이밸리
1698,4393,107,6.5,캐슬파인
1699,1422,50,7.0,블루원용인(P9)
1700,2094,2,9.5,88
1701,6067,28,10.0,더크로스비
1702,2089,6,8.5,강남300
1703,284,107,7.5,캐슬파인
1704,4604,111,9.5,크리스탈밸리
1705,5064,107,7.5,캐슬파인
1706,3481,113,9.5,태광
1707,6019,111,10.0,크리스탈밸리
1708,1069,107,7.5,캐슬파인
1709,5302,28,10.0,더크로스비
1710,5100,107,9.0,캐슬파인
1711,6021,19,9.5,남서울
1712,5618,96,7.5,이포
1713,1934,28,9.5,더크로스비
1714,5813,15,9.5,금강
1715,4080,15,8.5,금강
1716,5225,49,9.5,블루원용인
1717,3481,93,9.0,은화삼
1718,620,85,7.0,에덴블루
1719,401,83,9.0,양지파인
1720,2348,15,10.0,금강
1721,3046,37,7.5,루나힐스안성
1722,5858,68,9.5,스카이밸리
1723,5741,42,7.0,마에스트로
1724,5741,99,8.0,자유
1725,284,107,8.0,캐슬파인
1726,4722,68,8.5,스카이밸리
1727,4042,125,10.0,푸른솔포천
1728,607,83,8.0,양지파인
1729,5042,122,6.0,포천아도니스
1730,5091,64,9.5,솔모로
1731,5041,15,5.0,금강
1732,1922,107,10.0,캐슬파인
1733,978,125,9.5,푸른솔포천
1734,978,19,2.0,남서울
1735,978,93,8.0,은화삼
1736,204,126,8.0,프리스틴밸리
1737,4044,124,9.5,포천힐스
1738,5612,60,10.0,서원힐스
1739,2872,40,8.0,리앤리
1740,2325,2,8.5,88
1741,4624,15,8.5,금강
1742,5697,3,10.0,H1 CLUB(구 덕평)
1743,5697,113,10.0,태광
1744,3485,6,3.0,강남300
1745,1478,87,9.0,여주신라
1746,5102,73,10.0,썬힐
1747,1148,85,8.0,에덴블루
1748,1148,136,8.0,화성(P9)
1749,2475,128,2.0,필로스
1750,924,16,8.5,기흥
1751,876,99,10.0,자유
1752,5700,107,10.0,캐슬파인
1753,2094,24,9.5,뉴서울
1754,3451,37,8.0,루나힐스안성
1755,3451,37,8.5,루나힐스안성
1756,3451,62,7.5,세현
1757,3451,37,9.5,루나힐스안성
1758,5468,96,10.0,이포
1759,5781,99,10.0,자유
1760,1924,46,10.0,베뉴지
1761,1924,1,10.0,360도
1762,914,15,7.0,금강
1763,2083,129,8.0,한림광릉
1764,4262,40,8.5,리앤리
1765,4604,111,10.0,크리스탈밸리
1766,620,9,6.5,골드
1767,1097,15,9.0,금강
1768,4991,107,10.0,캐슬파인
1769,4859,58,7.5,서서울
1770,4789,62,10.0,세현
1771,1887,70,6.0,신안(P9)
1772,2151,40,7.5,리앤리
1773,2479,40,9.0,리앤리
1774,5483,82,8.0,양주
1775,729,68,10.0,스카이밸리
1776,2895,107,8.5,캐슬파인
1777,1148,136,10.0,화성(P9)
1778,976,96,10.0,이포
1779,2596,58,6.5,서서울
1780,5333,108,8.5,코리아
1781,3200,75,10.0,아리지
1782,3172,15,6.5,금강
1783,5143,87,10.0,여주신라
1784,5143,83,6.0,양지파인
1785,1212,40,10.0,리앤리
1786,4145,129,10.0,한림광릉
1787,1108,72,8.5,써닝포인트
1788,4598,119,10.0,포레스트힐
1789,3329,2,9.5,88
1790,3329,62,6.5,세현
1791,855,6,7.0,강남300
1792,4424,68,10.0,스카이밸리
1793,1069,107,8.5,캐슬파인
1794,3615,41,9.0,링크나인(P9)
1795,3082,107,10.0,캐슬파인
1796,4747,82,9.5,양주
1797,4084,2,10.0,88
1798,5530,40,7.5,리앤리
1799,453,40,10.0,리앤리
1800,5057,3,6.5,H1 CLUB(구 덕평)
1801,5057,6,5.5,강남300
1802,3663,102,8.5,중부
1803,486,68,8.5,스카이밸리
1804,5149,58,9.0,서서울
1805,4868,15,9.0,금강
1806,1251,122,10.0,포천아도니스
1807,1251,122,10.0,포천아도니스
1808,836,68,8.0,스카이밸리
1809,1268,107,5.0,캐슬파인
1810,440,19,3.5,남서울
1811,978,93,6.0,은화삼
1812,5383,12,9.5,골프클럽Q(구 안성Q)
1813,3041,40,7.5,리앤리
1814,4723,91,4.0,용인
1815,3132,24,9.5,뉴서울
1816,1924,30,10.0,라싸
1817,3500,27,10.0,뉴코리아
1818,707,73,6.0,썬힐
1819,4985,107,6.5,캐슬파인
1820,4995,68,10.0,스카이밸리
1821,5701,66,9.0,수원
1822,5701,66,10.0,수원
1823,2593,80,10.0,안성베네스트
1824,2263,65,10.0,솔트베이
1825,2083,129,8.5,한림광릉
1826,144,85,8.0,에덴블루
1827,1612,113,9.0,태광
1828,1612,113,9.0,태광
1829,4904,107,8.5,캐슬파인
1830,4904,73,8.5,썬힐
1831,2701,22,10.0,남여주
1832,1032,107,6.5,캐슬파인
1833,1244,72,10.0,써닝포인트
1834,5220,85,9.0,에덴블루
1835,226,6,6.0,강남300
1836,4580,132,10.0,한양
1837,764,37,10.0,루나힐스안성
1838,5041,58,10.0,서서울
1839,5041,69,10.0,신안
1840,5041,124,10.0,포천힐스
1841,1601,27,6.5,뉴코리아
1842,410,2,10.0,88
1843,3990,68,10.0,스카이밸리
1844,3990,68,10.0,스카이밸리
1845,2348,73,9.0,썬힐
1846,5325,9,10.0,골드
1847,3139,124,10.0,포천힐스
1848,3120,108,6.5,코리아
1849,2529,135,6.5,해솔리아
1850,707,87,9.0,여주신라
1851,3252,37,9.0,루나힐스안성
1852,5468,96,10.0,이포
1853,879,28,10.0,더크로스비
1854,3896,68,10.0,스카이밸리
1855,4891,111,10.0,크리스탈밸리
1856,1730,111,10.0,크리스탈밸리
1857,3024,111,9.5,크리스탈밸리
1858,1695,111,10.0,크리스탈밸리
1859,700,91,9.5,용인
1860,3560,68,7.5,스카이밸리
1861,1389,87,10.0,여주신라
1862,1389,131,10.0,한성
1863,1389,32,10.0,레이크사이드
1864,2115,107,6.0,캐슬파인
1865,2683,124,10.0,포천힐스
1866,2217,1,10.0,360도
1867,2855,119,8.5,포레스트힐
1868,1778,64,10.0,솔모로
1869,1976,30,10.0,라싸
1870,5946,44,10.0,몽베르
1871,4965,16,9.5,기흥
1872,2597,111,10.0,크리스탈밸리
1873,3273,85,9.5,에덴블루
1874,4742,122,10.0,포천아도니스
1875,3508,73,8.0,썬힐
1876,2005,118,10.0,페럼
1877,4255,44,10.0,몽베르
1878,5039,126,9.5,프리스틴밸리
1879,5302,28,10.0,더크로스비
1880,3518,12,5.0,골프클럽Q(구 안성Q)
1881,3518,62,5.5,세현
1882,2966,6,8.0,강남300
1883,5199,2,10.0,88
1884,4327,75,6.5,아리지
1885,4965,6,10.0,강남300
1886,3778,40,10.0,리앤리
1887,5694,30,10.0,라싸
1888,5950,124,9.0,포천힐스
1889,620,44,5.5,몽베르
1890,1781,2,10.0,88
1891,3896,64,10.0,솔모로
1892,924,16,10.0,기흥
1893,496,79,9.5,안성
1894,739,15,9.0,금강
1895,5099,39,5.5,리베라
1896,3554,113,10.0,태광
1897,5010,72,8.0,써닝포인트
1898,1636,2,10.0,88
1899,1636,82,10.0,양주
1900,1636,6,10.0,강남300
1901,5967,125,10.0,푸른솔포천
1902,5741,99,8.0,자유
1903,5741,68,7.5,스카이밸리
1904,3255,112,8.5,타이거
1905,2480,124,10.0,포천힐스
1906,98,28,10.0,더크로스비
1907,5876,62,10.0,세현
1908,5876,113,10.0,태광
1909,4885,124,8.5,포천힐스
1910,4995,87,9.0,여주신라
1911,3932,57,9.0,샴발라
1912,465,120,10.0,포레스트힐(P6)
1913,29,37,9.0,루나힐스안성
1914,5057,32,10.0,레이크사이드
1915,5057,131,10.0,한성
1916,4831,53,7.0,비에이비스타퍼블릭
1917,4831,119,8.0,포레스트힐
1918,6037,82,8.5,양주
1919,6091,107,10.0,캐슬파인
1920,5513,2,2.0,88
1921,1536,9,9.0,골드
1922,2570,113,10.0,태광
1923,4965,72,10.0,써닝포인트
1924,5700,1,7.5,360도
1925,2672,87,10.0,여주신라
1926,1251,28,10.0,더크로스비
1927,451,124,9.0,포천힐스
1928,6087,107,9.0,캐슬파인
1929,2070,111,8.0,크리스탈밸리
1930,6021,16,10.0,기흥
1931,3816,111,8.0,크리스탈밸리
1932,2596,96,6.5,이포
1933,2090,118,10.0,페럼
1934,151,120,8.0,포레스트힐(P6)
1935,707,73,9.5,썬힐
1936,3345,91,10.0,용인
1937,3857,86,10.0,여주
1938,1251,122,9.5,포천아도니스
1939,4787,82,10.0,양주
1940,1251,122,10.0,포천아도니스
1941,5114,78,10.0,아일랜드
1942,2090,118,10.0,페럼
1943,3896,2,10.0,88
1944,2662,30,10.0,라싸
1945,4965,1,10.0,360도
1946,4965,24,10.0,뉴서울
1947,2867,75,9.5,아리지
1948,620,52,5.5,비에이비스타
1949,3264,129,7.5,한림광릉
1950,3990,68,10.0,스카이밸리
1951,448,2,10.0,88
1952,3670,73,8.0,썬힐
1953,1924,122,10.0,포천아도니스
1954,4968,42,8.5,마에스트로
1955,1042,24,10.0,뉴서울
1956,5020,12,10.0,골프클럽Q(구 안성Q)
1957,5876,62,10.0,세현
1958,5876,3,9.5,H1 CLUB(구 덕평)
1959,5876,9,10.0,골드
1960,5057,2,8.0,88
1961,5876,76,9.5,아세코밸리(P9)
1962,5057,19,8.0,남서울
1963,5876,65,8.0,솔트베이
1964,5057,32,8.0,레이크사이드
1965,5057,3,9.0,H1 CLUB(구 덕평)
1966,5057,113,8.0,태광
1967,5057,66,7.5,수원
1968,5057,79,8.0,안성
1969,4890,110,8.0,큐로
1970,4242,66,6.5,수원
1971,5057,2,8.5,88
1972,5876,6,8.5,강남300
1973,5057,64,5.5,솔모로
1974,2886,126,9.0,프리스틴밸리
1975,5057,122,8.0,포천아도니스
1976,4833,87,10.0,여주신라
1977,1876,87,9.0,여주신라
1978,3763,16,10.0,기흥
1979,5062,2,10.0,88
1980,5062,16,6.5,기흥
1981,93,44,10.0,몽베르
1982,3885,82,10.0,양주
1983,4300,19,10.0,남서울
1984,414,60,9.5,서원힐스
1985,109,15,8.5,금강
1986,109,16,5.5,기흥
1987,380,72,9.0,써닝포인트
1988,6086,124,9.0,포천힐스
1989,2509,75,5.5,아리지
1990,801,87,9.5,여주신라
1991,783,118,10.0,페럼
1992,786,2,9.5,88
1993,1924,122,10.0,포천아도니스
1994,4182,2,10.0,88
1995,282,75,10.0,아리지
1996,5186,122,8.5,포천아도니스
1997,5262,1,7.5,360도
1998,346,108,10.0,코리아
1999,5280,2,9.5,88
2000,1837,2,10.0,88
2001,1521,96,7.5,이포
2002,2767,73,10.0,썬힐
2003,5170,118,10.0,페럼
2004,5835,113,10.0,태광
2005,6021,16,10.0,기흥
2006,6021,106,7.5,캐슬렉스
2007,6021,16,10.0,기흥
2008,5614,60,8.5,서원힐스
2009,1475,96,8.5,이포
2010,1475,131,9.5,한성
2011,5634,72,10.0,써닝포인트
2012,5506,87,8.5,여주신라
2013,3652,46,5.0,베뉴지
2014,5044,1,10.0,360도
2015,5100,40,9.5,리앤리
2016,2072,85,7.5,에덴블루
2017,52,65,4.5,솔트베이
2018,2597,111,10.0,크리스탈밸리
2019,139,73,10.0,썬힐
2020,612,2,8.0,88
2021,4034,124,6.5,포천힐스
2022,2596,113,8.0,태광
2023,1762,15,9.5,금강
2024,5458,60,10.0,서원힐스
2025,801,60,10.0,서원힐스
2026,2394,19,7.0,남서울
2027,1876,66,7.5,수원
2028,54,27,10.0,뉴코리아
2029,4049,19,4.0,남서울
2030,2862,15,8.0,금강
2031,1088,72,9.5,써닝포인트
2032,1431,93,8.5,은화삼
2033,4237,85,8.5,에덴블루
2034,4722,82,7.5,양주
2035,3022,119,10.0,포레스트힐
2036,1778,60,10.0,서원힐스
2037,783,96,10.0,이포
2038,5523,21,2.0,남양주(P9)
2039,6020,63,9.0,소피아그린
2040,4598,16,10.0,기흥
2041,2229,122,8.0,포천아도니스
2042,4685,91,8.5,용인
2043,5561,52,8.5,비에이비스타
2044,5079,126,10.0,프리스틴밸리
2045,3172,6,8.5,강남300
2046,3172,106,8.5,캐슬렉스
2047,5226,124,7.5,포천힐스
2048,2767,69,8.5,신안
2049,5044,60,10.0,서원힐스
2050,1345,1,8.0,360도
2051,764,107,8.5,캐슬파인
2052,3896,64,10.0,솔모로
2053,4868,108,6.0,코리아
2054,620,39,7.0,리베라
2055,5741,99,10.0,자유
2056,3108,51,8.0,블루헤런
2057,3978,128,4.0,필로스
2058,2861,24,10.0,뉴서울
2059,3515,120,10.0,포레스트힐(P6)
2060,4966,9,6.0,골드
2061,2410,106,7.0,캐슬렉스
2062,5524,2,10.0,88
2063,2791,129,10.0,한림광릉
2064,4917,85,8.5,에덴블루
2065,5873,122,10.0,포천아도니스
2066,3787,68,10.0,스카이밸리
2067,3787,19,7.5,남서울
2068,1285,9,8.0,골드
2069,5204,85,10.0,에덴블루
2070,1127,75,10.0,아리지
2071,1475,82,7.5,양주
2072,4965,6,10.0,강남300
2073,3167,87,10.0,여주신라
2074,907,87,8.5,여주신라
2075,2322,15,10.0,금강
2076,4084,2,10.0,88
2077,816,96,10.0,이포
2078,4417,106,3.0,캐슬렉스
2079,3106,131,6.5,한성
2080,3460,108,5.5,코리아
2081,3252,46,9.5,베뉴지
2082,6076,78,7.5,아일랜드
2083,1338,2,6.5,88
2084,3460,108,7.0,코리아
2085,817,128,9.0,필로스
2086,3554,19,10.0,남서울
2087,6015,51,9.5,블루헤런
2088,6015,82,8.5,양주
2089,164,68,7.5,스카이밸리
2090,416,96,7.5,이포
2091,4831,53,8.0,비에이비스타퍼블릭
2092,5199,106,2.5,캐슬렉스
2093,2897,15,10.0,금강
2094,5452,30,8.5,라싸
2095,5452,40,7.0,리앤리
2096,5950,2,6.0,88
2097,5950,2,6.0,88
2098,3614,82,8.0,양주
2099,2777,16,10.0,기흥
2100,2777,13,9.0,그린힐
2101,1754,129,8.5,한림광릉
2102,1754,129,8.5,한림광릉
2103,1754,129,10.0,한림광릉
2104,1754,129,10.0,한림광릉
2105,585,27,7.5,뉴코리아
2106,585,27,7.5,뉴코리아
2107,4637,15,10.0,금강
2108,1180,19,5.0,남서울
2109,5228,3,10.0,H1 CLUB(구 덕평)
2110,5044,118,8.0,페럼
2111,5709,60,9.5,서원힐스
2112,206,60,9.0,서원힐스
2113,5170,118,10.0,페럼
2114,4202,9,8.0,골드
2115,4202,69,9.0,신안
2116,3816,111,8.0,크리스탈밸리
2117,3628,64,9.5,솔모로
2118,2597,111,10.0,크리스탈밸리
2119,129,111,10.0,크리스탈밸리
2120,6019,111,9.5,크리스탈밸리
2121,418,3,6.0,H1 CLUB(구 덕평)
2122,2804,2,10.0,88
2123,3644,37,8.0,루나힐스안성
2124,1679,64,10.0,솔모로
2125,3802,128,8.5,필로스
2126,191,66,10.0,수원
2127,4648,112,10.0,타이거
2128,1690,12,10.0,골프클럽Q(구 안성Q)
2129,3109,131,8.0,한성
2130,1865,66,9.0,수원
2131,4739,16,10.0,기흥
2132,801,125,10.0,푸른솔포천
2133,5468,96,10.0,이포
2134,2601,73,10.0,썬힐
2135,5506,15,8.5,금강
2136,5506,136,8.0,화성(P9)
2137,5570,112,7.5,타이거
2138,764,107,9.0,캐슬파인
2139,2596,113,8.0,태광
2140,2646,135,8.0,해솔리아
2141,2646,69,5.5,신안
2142,2942,122,10.0,포천아도니스
2143,3148,15,10.0,금강
2144,3543,128,2.0,필로스
2145,3411,9,10.0,골드
2146,3195,9,7.5,골드
2147,2630,83,9.0,양지파인
2148,4390,87,10.0,여주신라
2149,1481,107,8.0,캐슬파인
2150,303,106,8.0,캐슬렉스
2151,511,83,9.5,양지파인
2152,2018,104,10.0,참밸리
2153,2197,87,9.0,여주신라
2154,2802,9,8.5,골드
2155,4965,72,10.0,써닝포인트
2156,4965,125,10.0,푸른솔포천
2157,2835,122,10.0,포천아도니스
2158,3016,128,10.0,필로스
2159,2005,60,9.5,서원힐스
2160,5044,60,10.0,서원힐스
2161,2478,2,8.0,88
2162,3896,51,10.0,블루헤런
2163,5199,85,8.5,에덴블루
2164,1117,113,9.0,태광
2165,5950,2,6.0,88
2166,1588,93,7.0,은화삼
2167,5542,68,9.0,스카이밸리
2168,4890,106,10.0,캐슬렉스
2169,4831,135,6.5,해솔리아
2170,1104,82,7.5,양주
2171,2870,2,10.0,88
2172,4101,119,10.0,포레스트힐
2173,5204,69,7.0,신안
2174,5044,96,10.0,이포
2175,2005,87,9.5,여주신라
2176,5912,57,5.5,샴발라
2177,1674,12,8.0,골프클럽Q(구 안성Q)
2178,1674,12,8.0,골프클럽Q(구 안성Q)
2179,4326,113,9.5,태광
2180,3674,75,9.5,아리지
2181,2428,27,10.0,뉴코리아
2182,3802,112,6.5,타이거
2183,3409,69,10.0,신안
2184,5529,60,6.0,서원힐스
2185,4841,125,9.5,푸른솔포천
2186,5529,19,5.5,남서울
2187,3409,69,7.5,신안
2188,5359,131,5.5,한성
2189,5359,66,6.5,수원
2190,5359,116,6.0,파인크리크
2191,4162,2,9.0,88
2192,5201,2,9.5,88
2193,3896,68,10.0,스카이밸리
2194,4260,1,9.5,360도
2195,2390,2,6.5,88
2196,5821,135,6.5,해솔리아
2197,5821,66,10.0,수원
2198,2051,16,10.0,기흥
2199,3599,106,10.0,캐슬렉스
2200,6037,82,8.5,양주
2201,4817,119,10.0,포레스트힐
2202,1381,113,9.5,태광
2203,4059,131,9.5,한성
2204,3935,32,10.0,레이크사이드
2205,3503,2,10.0,88
2206,2596,75,4.0,아리지
2207,2596,131,8.5,한성
2208,2596,64,7.5,솔모로
2209,2596,113,8.0,태광
2210,4673,128,5.5,필로스
2211,3615,41,10.0,링크나인(P9)
2212,1674,12,10.0,골프클럽Q(구 안성Q)
2213,3844,42,8.5,마에스트로
2214,3137,124,7.5,포천힐스
2215,4562,131,9.5,한성
2216,5337,44,10.0,몽베르
2217,146,46,10.0,베뉴지
2218,4891,111,10.0,크리스탈밸리
2219,3928,32,8.0,레이크사이드
2220,224,15,10.0,금강
2221,5280,122,10.0,포천아도니스
2222,523,122,9.5,포천아도니스
2223,5585,91,9.0,용인
2224,3597,2,10.0,88
2225,3411,9,10.0,골드
2226,2051,13,10.0,그린힐
2227,658,68,10.0,스카이밸리
2228,721,44,8.5,몽베르
2229,5448,107,8.5,캐슬파인
2230,3518,96,7.0,이포
2231,4014,129,8.0,한림광릉
2232,923,68,10.0,스카이밸리
2233,3518,37,3.5,루나힐스안성
2234,3896,24,10.0,뉴서울
2235,5741,3,7.5,H1 CLUB(구 덕평)
2236,5741,61,7.5,세라지오
2237,2673,125,8.0,푸른솔포천
2238,1375,2,9.0,88
2239,2729,68,10.0,스카이밸리
2240,2729,38,10.0,루트52
2241,5351,65,10.0,솔트베이
2242,3765,67,8.0,스마트KU
2243,3404,39,5.0,리베라
2244,5702,30,5.0,라싸
2245,3619,28,8.5,더크로스비
2246,3833,118,9.5,페럼
2247,5950,15,7.0,금강
2248,146,106,5.5,캐슬렉스
2249,4429,124,10.0,포천힐스
2250,5199,37,10.0,루나힐스안성
2251,1256,129,7.0,한림광릉
2252,3523,91,8.0,용인
2253,1078,2,9.5,88
2254,4943,28,9.5,더크로스비
2255,3453,113,8.0,태광
2256,3453,40,7.0,리앤리
2257,447,9,6.5,골드
2258,5662,124,9.0,포천힐스
2259,5887,24,10.0,뉴서울
2260,2899,40,10.0,리앤리
2261,1674,12,10.0,골프클럽Q(구 안성Q)
2262,5709,60,10.0,서원힐스
2263,215,118,9.5,페럼
2264,2668,2,10.0,88
2265,5968,13,9.0,그린힐
2266,1328,2,9.0,88
2267,4558,119,8.5,포레스트힐
2268,5147,52,2.0,비에이비스타
2269,3244,64,8.0,솔모로
2270,1296,9,9.0,골드
2271,2808,53,5.5,비에이비스타퍼블릭
2272,2808,2,9.5,88
2273,2808,131,7.5,한성
2274,3022,119,10.0,포레스트힐
2275,6009,1,7.5,360도
2276,3182,113,10.0,태광
2277,1478,34,8.0,레이크우드
2278,3408,128,9.0,필로스
2279,4604,107,10.0,캐슬파인
2280,1482,122,7.0,포천아도니스
2281,2538,16,8.5,기흥
2282,3498,96,10.0,이포
2283,129,111,10.0,크리스탈밸리
2284,1543,2,7.5,88
2285,3723,93,9.5,은화삼
2286,5278,122,8.0,포천아도니스
2287,5080,44,10.0,몽베르
2288,1413,122,9.5,포천아도니스
2289,108,61,7.5,세라지오
2290,4779,128,10.0,필로스
2291,2765,2,7.5,88
2292,5155,84,8.0,양평TPC
2293,2560,16,8.5,기흥
2294,1911,99,10.0,자유
2295,1813,15,7.0,금강
2296,133,120,10.0,포레스트힐(P6)
2297,607,128,7.5,필로스
2298,607,96,9.0,이포
2299,1701,68,7.5,스카이밸리
2300,2089,80,10.0,안성베네스트
2301,4513,38,8.5,루트52
2302,311,83,10.0,양지파인
2303,2596,16,8.5,기흥
2304,3568,6,2.5,강남300
2305,5669,78,9.5,아일랜드
2306,3982,122,10.0,포천아도니스
2307,2858,19,7.5,남서울
2308,3275,106,10.0,캐슬렉스
2309,3990,34,10.0,레이크우드
2310,875,110,6.5,큐로
2311,3134,73,7.5,썬힐
2312,676,53,8.0,비에이비스타퍼블릭
2313,3678,6,3.5,강남300
2314,5669,78,10.0,아일랜드
2315,2087,107,10.0,캐슬파인
2316,4668,1,9.0,360도
2317,29,68,8.5,스카이밸리
2318,467,113,10.0,태광
2319,2273,27,6.5,뉴코리아
2320,2720,68,10.0,스카이밸리
2321,3872,37,6.5,루나힐스안성
2322,6085,12,10.0,골프클럽Q(구 안성Q)
2323,5405,122,6.0,포천아도니스
2324,1692,122,6.5,포천아도니스
2325,2188,96,8.5,이포
2326,834,129,7.5,한림광릉
2327,5383,37,7.0,루나힐스안성
2328,1465,125,10.0,푸른솔포천
2329,3778,53,6.5,비에이비스타퍼블릭
2330,5647,2,10.0,88
2331,5647,82,8.0,양주
2332,5647,16,10.0,기흥
2333,3762,135,9.0,해솔리아
2334,4965,107,10.0,캐슬파인
2335,4965,64,10.0,솔모로
2336,5344,64,9.5,솔모로
2337,4818,87,10.0,여주신라
2338,4831,129,8.0,한림광릉
2339,5132,6,10.0,강남300
2340,3200,99,10.0,자유
2341,2746,93,8.0,은화삼
2342,1892,15,10.0,금강
2343,5343,84,9.0,양평TPC
2344,1478,38,6.5,루트52
2345,3008,106,4.5,캐슬렉스
2346,5130,135,7.5,해솔리아
2347,2044,62,10.0,세현
2348,5583,117,10.0,파주
2349,4260,84,10.0,양평TPC
2350,3947,87,10.0,여주신라
2351,4284,119,8.5,포레스트힐
2352,5016,96,10.0,이포
2353,5709,60,10.0,서원힐스
2354,4541,15,10.0,금강
2355,4541,91,10.0,용인
2356,818,82,10.0,양주
